,Unnamed: 0,Unnamed: 0.1,timestamp,value,anomaly_score,label,S(t)_standard,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate
0,0,0,2014-04-01 00:00:00,-21.0483826823,0,0,-0.11,-0.22,-0.11
1,1,1,2014-04-01 00:05:00,-20.2954768676,0,0,-0.11,-0.22,-0.11
2,2,2,2014-04-01 00:10:00,-18.1272294683,0,0,-0.11,-0.22,-0.11
3,3,3,2014-04-01 00:15:00,-20.1716653997,0,0,-0.11,-0.22,-0.11
4,4,4,2014-04-01 00:20:00,-21.223761612,0,0,-0.11,-0.22,-0.11
5,5,5,2014-04-01 00:25:00,-19.1044911334,0,0,-0.11,-0.22,-0.11
6,6,6,2014-04-01 00:30:00,-21.589446495900003,0,0,-0.11,-0.22,-0.11
7,7,7,2014-04-01 00:35:00,-18.9450416275,0,0,-0.11,-0.22,-0.11
8,8,8,2014-04-01 00:40:00,-18.3058925306,0,0,-0.11,-0.22,-0.11
9,9,9,2014-04-01 00:45:00,-18.6397572378,0,0,-0.11,-0.22,-0.11
10,10,10,2014-04-01 00:50:00,-21.3480114749,0,0,-0.11,-0.22,-0.11
11,11,11,2014-04-01 00:55:00,-19.6692236762,0,0,-0.11,-0.22,-0.11
12,12,12,2014-04-01 01:00:00,-21.1877822545,0,0,-0.11,-0.22,-0.11
13,13,13,2014-04-01 01:05:00,-20.124932244,0,0,-0.11,-0.22,-0.11
14,14,14,2014-04-01 01:10:00,-19.9222364992,0,0,-0.11,-0.22,-0.11
15,15,15,2014-04-01 01:15:00,-21.227652606,0,0,-0.11,-0.22,-0.11
16,16,16,2014-04-01 01:20:00,-19.6939504468,0,0,-0.11,-0.22,-0.11
17,17,17,2014-04-01 01:25:00,-21.2081309243,0,0,-0.11,-0.22,-0.11
18,18,18,2014-04-01 01:30:00,-18.4026486599,0,0,-0.11,-0.22,-0.11
19,19,19,2014-04-01 01:35:00,-20.5452432622,0,0,-0.11,-0.22,-0.11
20,20,20,2014-04-01 01:40:00,-20.8103482262,0,0,-0.11,-0.22,-0.11
21,21,21,2014-04-01 01:45:00,-21.5963895846,0,0,-0.11,-0.22,-0.11
22,22,22,2014-04-01 01:50:00,-18.8972956749,0,0,-0.11,-0.22,-0.11
23,23,23,2014-04-01 01:55:00,-20.4168795204,0,0,-0.11,-0.22,-0.11
24,24,24,2014-04-01 02:00:00,-19.7330262548,0,0,-0.11,-0.22,-0.11
25,25,25,2014-04-01 02:05:00,-19.5310866222,0,0,-0.11,-0.22,-0.11
26,26,26,2014-04-01 02:10:00,-18.4268542208,0,0,-0.11,-0.22,-0.11
27,27,27,2014-04-01 02:15:00,-18.5369333224,0,0,-0.11,-0.22,-0.11
28,28,28,2014-04-01 02:20:00,-21.3479538458,0,0,-0.11,-0.22,-0.11
29,29,29,2014-04-01 02:25:00,-20.9990137293,0,0,-0.11,-0.22,-0.11
30,30,30,2014-04-01 02:30:00,-19.5293645212,0,0,-0.11,-0.22,-0.11
31,31,31,2014-04-01 02:35:00,-21.3139463256,0,0,-0.11,-0.22,-0.11
32,32,32,2014-04-01 02:40:00,-18.3230647393,0,0,-0.11,-0.22,-0.11
33,33,33,2014-04-01 02:45:00,-20.4990956681,0,0,-0.11,-0.22,-0.11
34,34,34,2014-04-01 02:50:00,-21.4727042109,0,0,-0.11,-0.22,-0.11
35,35,35,2014-04-01 02:55:00,-21.3554569241,0,0,-0.11,-0.22,-0.11
36,36,36,2014-04-01 03:00:00,-19.4911310398,0,0,-0.11,-0.22,-0.11
37,37,37,2014-04-01 03:05:00,-20.9809354122,0,0,-0.11,-0.22,-0.11
38,38,38,2014-04-01 03:10:00,-19.7098725821,0,0,-0.11,-0.22,-0.11
39,39,39,2014-04-01 03:15:00,-21.3605526576,0,0,-0.11,-0.22,-0.11
40,40,40,2014-04-01 03:20:00,-20.1230478006,0,0,-0.11,-0.22,-0.11
41,41,41,2014-04-01 03:25:00,-21.059428196400003,0,0,-0.11,-0.22,-0.11
42,42,42,2014-04-01 03:30:00,-18.3142863292,0,0,-0.11,-0.22,-0.11
43,43,43,2014-04-01 03:35:00,-20.3601038864,0,0,-0.11,-0.22,-0.11
44,44,44,2014-04-01 03:40:00,-20.2011367099,0,0,-0.11,-0.22,-0.11
45,45,45,2014-04-01 03:45:00,-20.4399068869,0,0,-0.11,-0.22,-0.11
46,46,46,2014-04-01 03:50:00,-20.7825664317,0,0,-0.11,-0.22,-0.11
47,47,47,2014-04-01 03:55:00,-21.672435880100004,0,0,-0.11,-0.22,-0.11
48,48,48,2014-04-01 04:00:00,-21.1427283271,0,0,-0.11,-0.22,-0.11
49,49,49,2014-04-01 04:05:00,-18.8785519657,0,0,-0.11,-0.22,-0.11
50,50,50,2014-04-01 04:10:00,-21.3035850772,0,0,-0.11,-0.22,-0.11
51,51,51,2014-04-01 04:15:00,-18.4883187105,0,0,-0.11,-0.22,-0.11
52,52,52,2014-04-01 04:20:00,-20.4887943427,0,0,-0.11,-0.22,-0.11
53,53,53,2014-04-01 04:25:00,-21.531015233,0,0,-0.11,-0.22,-0.11
54,54,54,2014-04-01 04:30:00,-18.4044882169,0,0,-0.11,-0.22,-0.11
55,55,55,2014-04-01 04:35:00,-21.3987706132,0,0,-0.11,-0.22,-0.11
56,56,56,2014-04-01 04:40:00,-21.1944829369,0,0,-0.11,-0.22,-0.11
57,57,57,2014-04-01 04:45:00,-20.0151017354,0,0,-0.11,-0.22,-0.11
58,58,58,2014-04-01 04:50:00,-19.2355904092,0,0,-0.11,-0.22,-0.11
59,59,59,2014-04-01 04:55:00,-19.6217529123,0,0,-0.11,-0.22,-0.11
60,60,60,2014-04-01 05:00:00,-21.8746325428,0,0,-0.11,-0.22,-0.11
61,61,61,2014-04-01 05:05:00,-18.8067902246,0,0,-0.11,-0.22,-0.11
62,62,62,2014-04-01 05:10:00,-20.3184171513,0,0,-0.11,-0.22,-0.11
63,63,63,2014-04-01 05:15:00,-18.3329629915,0,0,-0.11,-0.22,-0.11
64,64,64,2014-04-01 05:20:00,-18.8715722568,0,0,-0.11,-0.22,-0.11
65,65,65,2014-04-01 05:25:00,-21.0532655523,0,0,-0.11,-0.22,-0.11
66,66,66,2014-04-01 05:30:00,-19.2103961614,0,0,-0.11,-0.22,-0.11
67,67,67,2014-04-01 05:35:00,-21.9430642823,0,0,-0.11,-0.22,-0.11
68,68,68,2014-04-01 05:40:00,-20.0032681724,0,0,-0.11,-0.22,-0.11
69,69,69,2014-04-01 05:45:00,-20.0661573012,0,0,-0.11,-0.22,-0.11
70,70,70,2014-04-01 05:50:00,-18.1452589573,0,0,-0.11,-0.22,-0.11
71,71,71,2014-04-01 05:55:00,-21.8261069983,0,0,-0.11,-0.22,-0.11
72,72,72,2014-04-01 06:00:00,-18.6969337635,0,0,-0.11,-0.22,-0.11
73,73,73,2014-04-01 06:05:00,-20.1533623952,0,0,-0.11,-0.22,-0.11
74,74,74,2014-04-01 06:10:00,-19.5826984398,0,0,-0.11,-0.22,-0.11
75,75,75,2014-04-01 06:15:00,-19.662338803,0,0,-0.11,-0.22,-0.11
76,76,76,2014-04-01 06:20:00,-20.5732006641,0,0,-0.11,-0.22,-0.11
77,77,77,2014-04-01 06:25:00,-20.6483547084,0,0,-0.11,-0.22,-0.11
78,78,78,2014-04-01 06:30:00,-18.6171544594,0,0,-0.11,-0.22,-0.11
79,79,79,2014-04-01 06:35:00,-19.9983466125,0,0,-0.11,-0.22,-0.11
80,80,80,2014-04-01 06:40:00,-21.1619097966,0,0,-0.11,-0.22,-0.11
81,81,81,2014-04-01 06:45:00,-19.7731459342,0,0,-0.11,-0.22,-0.11
82,82,82,2014-04-01 06:50:00,-18.6632178833,0,0,-0.11,-0.22,-0.11
83,83,83,2014-04-01 06:55:00,-19.2528677726,0,0,-0.11,-0.22,-0.11
84,84,84,2014-04-01 07:00:00,-18.8495182564,0,0,-0.11,-0.22,-0.11
85,85,85,2014-04-01 07:05:00,-18.5032698717,0,0,-0.11,-0.22,-0.11
86,86,86,2014-04-01 07:10:00,-19.5103245097,0,0,-0.11,-0.22,-0.11
87,87,87,2014-04-01 07:15:00,-20.1637449728,0,0,-0.11,-0.22,-0.11
88,88,88,2014-04-01 07:20:00,-18.2910061011,0,0,-0.11,-0.22,-0.11
89,89,89,2014-04-01 07:25:00,-20.4152934889,0,0,-0.11,-0.22,-0.11
90,90,90,2014-04-01 07:30:00,-21.9720977607,0,0,-0.11,-0.22,-0.11
91,91,91,2014-04-01 07:35:00,-21.8564997281,0,0,-0.11,-0.22,-0.11
92,92,92,2014-04-01 07:40:00,-21.316693928,0,0,-0.11,-0.22,-0.11
93,93,93,2014-04-01 07:45:00,-19.0653644512,0,0,-0.11,-0.22,-0.11
94,94,94,2014-04-01 07:50:00,-18.0896303859,0,0,-0.11,-0.22,-0.11
95,95,95,2014-04-01 07:55:00,-21.3341668115,0,0,-0.11,-0.22,-0.11
96,96,96,2014-04-01 08:00:00,-18.2228809279,0,0,-0.11,-0.22,-0.11
97,97,97,2014-04-01 08:05:00,-18.8225123259,0,0,-0.11,-0.22,-0.11
98,98,98,2014-04-01 08:10:00,-20.1778128618,0,0,-0.11,-0.22,-0.11
99,99,99,2014-04-01 08:15:00,-18.7135121566,0,0,-0.11,-0.22,-0.11
100,100,100,2014-04-01 08:20:00,-21.3351533252,0,0,-0.11,-0.22,-0.11
101,101,101,2014-04-01 08:25:00,-21.108638785,0,0,-0.11,-0.22,-0.11
102,102,102,2014-04-01 08:30:00,-21.0230780229,0,0,-0.11,-0.22,-0.11
103,103,103,2014-04-01 08:35:00,-21.2645104636,0,0,-0.11,-0.22,-0.11
104,104,104,2014-04-01 08:40:00,-18.8788071211,0,0,-0.11,-0.22,-0.11
105,105,105,2014-04-01 08:45:00,-20.9155695046,0,0,-0.11,-0.22,-0.11
106,106,106,2014-04-01 08:50:00,-19.4211260104,0,0,-0.11,-0.22,-0.11
107,107,107,2014-04-01 08:55:00,-20.6673790383,0,0,-0.11,-0.22,-0.11
108,108,108,2014-04-01 09:00:00,55.46426074359999,0,0,-0.11,-0.22,-0.11
109,109,109,2014-04-01 09:05:00,62.4670389608,0,0,-0.11,-0.22,-0.11
110,110,110,2014-04-01 09:10:00,65.66529273479999,0,0,-0.11,-0.22,-0.11
111,111,111,2014-04-01 09:15:00,54.5232043838,0,0,-0.11,-0.22,-0.11
112,112,112,2014-04-01 09:20:00,55.125946814,0,0,-0.11,-0.22,-0.11
113,113,113,2014-04-01 09:25:00,55.4836412081,0,0,-0.11,-0.22,-0.11
114,114,114,2014-04-01 09:30:00,59.1667668593,0,0,-0.11,-0.22,-0.11
