,Unnamed: 0,Unnamed: 0.1,timestamp,value,anomaly_score
0,0,0,2014-02-14 14:30:00,0.132,0.0
1,1,1,2014-02-14 14:35:00,0.134,0.0
2,2,2,2014-02-14 14:40:00,0.134,0.0
3,3,3,2014-02-14 14:45:00,0.134,0.0
4,4,4,2014-02-14 14:50:00,0.134,0.0
5,5,5,2014-02-14 14:55:00,0.134,0.0
6,6,6,2014-02-14 15:00:00,0.134,0.0
7,7,7,2014-02-14 15:05:00,0.134,0.0
8,8,8,2014-02-14 15:10:00,0.066,0.0
9,9,9,2014-02-14 15:15:00,0.132,0.0
10,10,10,2014-02-14 15:20:00,0.134,0.0
11,11,11,2014-02-14 15:25:00,0.066,0.0
12,12,12,2014-02-14 15:30:00,0.132,0.0
13,13,13,2014-02-14 15:35:00,0.2019999999999999,0.0
14,14,14,2014-02-14 15:40:00,0.068,0.0
15,15,15,2014-02-14 15:45:00,0.134,0.0
16,16,16,2014-02-14 15:50:00,0.132,0.0
17,17,17,2014-02-14 15:55:00,0.134,0.0
18,18,18,2014-02-14 16:00:00,0.134,0.0
19,19,19,2014-02-14 16:05:00,0.136,0.0
20,20,20,2014-02-14 16:10:00,0.132,0.0
21,21,21,2014-02-14 16:15:00,0.134,0.0
22,22,22,2014-02-14 16:20:00,0.134,0.0
23,23,23,2014-02-14 16:25:00,0.066,0.0
24,24,24,2014-02-14 16:30:00,0.134,0.0
25,25,25,2014-02-14 16:35:00,0.134,0.0
26,26,26,2014-02-14 16:40:00,0.066,0.0
27,27,27,2014-02-14 16:45:00,0.134,0.0
28,28,28,2014-02-14 16:50:00,0.134,0.0
29,29,29,2014-02-14 16:55:00,0.134,0.0
30,30,30,2014-02-14 17:00:00,0.132,0.0
31,31,31,2014-02-14 17:05:00,0.136,0.0
32,32,32,2014-02-14 17:10:00,0.134,0.0
33,33,33,2014-02-14 17:15:00,0.134,0.0
34,34,34,2014-02-14 17:20:00,0.132,0.0
35,35,35,2014-02-14 17:25:00,0.132,0.0
36,36,36,2014-02-14 17:30:00,0.134,0.0
37,37,37,2014-02-14 17:35:00,0.134,0.0
38,38,38,2014-02-14 17:40:00,0.066,0.0
39,39,39,2014-02-14 17:45:00,0.134,0.0
40,40,40,2014-02-14 17:50:00,0.134,0.0
41,41,41,2014-02-14 17:55:00,0.2019999999999999,0.0
42,42,42,2014-02-14 18:00:00,0.134,0.0
43,43,43,2014-02-14 18:05:00,0.134,0.0
44,44,44,2014-02-14 18:10:00,0.134,0.0
45,45,45,2014-02-14 18:15:00,0.068,0.0
46,46,46,2014-02-14 18:20:00,0.132,0.0
47,47,47,2014-02-14 18:25:00,0.134,0.0
48,48,48,2014-02-14 18:30:00,0.134,0.0
49,49,49,2014-02-14 18:35:00,0.134,0.0
50,50,50,2014-02-14 18:40:00,0.134,0.0
51,51,51,2014-02-14 18:45:00,0.134,0.0
52,52,52,2014-02-14 18:50:00,0.134,0.0
53,53,53,2014-02-14 18:55:00,0.134,0.0
54,54,54,2014-02-14 19:00:00,0.066,0.0
55,55,55,2014-02-14 19:05:00,0.134,0.0
56,56,56,2014-02-14 19:10:00,0.134,0.0
57,57,57,2014-02-14 19:15:00,0.134,0.0
58,58,58,2014-02-14 19:20:00,0.066,0.0
59,59,59,2014-02-14 19:25:00,0.132,0.0
60,60,60,2014-02-14 19:30:00,0.134,0.0
61,61,61,2014-02-14 19:35:00,0.2,0.0
62,62,62,2014-02-14 19:40:00,0.132,0.0
63,63,63,2014-02-14 19:45:00,0.134,0.0
64,64,64,2014-02-14 19:50:00,0.136,0.0
65,65,65,2014-02-14 19:55:00,0.132,0.0
66,66,66,2014-02-14 20:00:00,0.066,0.0
67,67,67,2014-02-14 20:05:00,0.134,0.0
68,68,68,2014-02-14 20:10:00,0.134,0.0
69,69,69,2014-02-14 20:15:00,0.134,0.0
70,70,70,2014-02-14 20:20:00,0.2,0.0
71,71,71,2014-02-14 20:25:00,0.132,0.0
72,72,72,2014-02-14 20:30:00,0.136,0.0
73,73,73,2014-02-14 20:35:00,0.134,0.0
74,74,74,2014-02-14 20:40:00,0.134,0.0
75,75,75,2014-02-14 20:45:00,0.134,0.0
76,76,76,2014-02-14 20:50:00,0.066,0.0
77,77,77,2014-02-14 20:55:00,0.134,0.0
78,78,78,2014-02-14 21:00:00,0.134,0.0
79,79,79,2014-02-14 21:05:00,0.134,0.0
80,80,80,2014-02-14 21:10:00,0.134,0.0
81,81,81,2014-02-14 21:15:00,0.132,0.0
82,82,82,2014-02-14 21:20:00,0.066,0.0
83,83,83,2014-02-14 21:25:00,0.134,0.0
84,84,84,2014-02-14 21:30:00,0.132,0.0
85,85,85,2014-02-14 21:35:00,0.134,0.0
86,86,86,2014-02-14 21:40:00,0.132,0.0
87,87,87,2014-02-14 21:45:00,0.066,0.0
88,88,88,2014-02-14 21:50:00,0.134,0.0
89,89,89,2014-02-14 21:55:00,0.132,0.0
90,90,90,2014-02-14 22:00:00,0.134,0.0
91,91,91,2014-02-14 22:05:00,0.134,0.0
92,92,92,2014-02-14 22:10:00,0.066,0.0
93,93,93,2014-02-14 22:15:00,0.134,0.0
94,94,94,2014-02-14 22:20:00,0.132,0.0
95,95,95,2014-02-14 22:25:00,0.134,0.0
96,96,96,2014-02-14 22:30:00,0.132,0.0
97,97,97,2014-02-14 22:35:00,0.068,0.0
98,98,98,2014-02-14 22:40:00,0.132,0.0
99,99,99,2014-02-14 22:45:00,0.132,0.0
100,100,100,2014-02-14 22:50:00,0.134,0.0
101,101,101,2014-02-14 22:55:00,0.132,0.0
102,102,102,2014-02-14 23:00:00,0.134,0.0
103,103,103,2014-02-14 23:05:00,0.134,0.0
104,104,104,2014-02-14 23:10:00,0.134,0.0
105,105,105,2014-02-14 23:15:00,0.066,0.0
106,106,106,2014-02-14 23:20:00,0.132,0.0
107,107,107,2014-02-14 23:25:00,0.132,0.0
108,108,108,2014-02-14 23:30:00,0.066,0.0
109,109,109,2014-02-14 23:35:00,0.136,0.0
110,110,110,2014-02-14 23:40:00,0.134,0.0
111,111,111,2014-02-14 23:45:00,0.066,0.0
112,112,112,2014-02-14 23:50:00,0.134,0.0
113,113,113,2014-02-14 23:55:00,0.2,0.0
114,114,114,2014-02-15 00:00:00,0.134,0.0
115,115,115,2014-02-15 00:05:00,0.134,0.0
116,116,116,2014-02-15 00:10:00,0.066,0.0
117,117,117,2014-02-15 00:15:00,0.132,0.0
118,118,118,2014-02-15 00:20:00,0.134,0.0
119,119,119,2014-02-15 00:25:00,0.066,0.0
120,120,120,2014-02-15 00:30:00,0.136,0.0
121,121,121,2014-02-15 00:35:00,0.134,0.0
122,122,122,2014-02-15 00:40:00,0.134,0.0
123,123,123,2014-02-15 00:45:00,0.066,0.0
124,124,124,2014-02-15 00:50:00,0.134,0.0
125,125,125,2014-02-15 00:55:00,0.134,0.0
126,126,126,2014-02-15 01:00:00,0.134,0.0
