,Unnamed: 0,Unnamed: 0.1,timestamp,value,anomaly_score
0,0,0,2014-02-14 14:27:00,2.296,0.0
1,1,1,2014-02-14 14:32:00,2.144,0.0
2,2,2,2014-02-14 14:37:00,2.274,0.0
3,3,3,2014-02-14 14:42:00,2.066,0.0
4,4,4,2014-02-14 14:47:00,2.35,0.0
5,5,5,2014-02-14 14:52:00,2.136,0.0
6,6,6,2014-02-14 14:57:00,2.366,0.0
7,7,7,2014-02-14 15:02:00,2.252,0.0
8,8,8,2014-02-14 15:07:00,2.4,0.0
9,9,9,2014-02-14 15:12:00,2.18,0.0
10,10,10,2014-02-14 15:17:00,2.352,0.0
11,11,11,2014-02-14 15:22:00,3.434,0.0
12,12,12,2014-02-14 15:27:00,2.43,0.0
13,13,13,2014-02-14 15:32:00,2.0340000000000003,0.0
14,14,14,2014-02-14 15:37:00,2.296,0.0
15,15,15,2014-02-14 15:42:00,2.052,0.0
16,16,16,2014-02-14 15:47:00,2.314,0.0
17,17,17,2014-02-14 15:52:00,2.07,0.0
18,18,18,2014-02-14 15:57:00,2.4,0.0
19,19,19,2014-02-14 16:02:00,2.07,0.0
20,20,20,2014-02-14 16:07:00,3.588,0.0
21,21,21,2014-02-14 16:12:00,2.192,0.0
22,22,22,2014-02-14 16:17:00,2.3,0.0
23,23,23,2014-02-14 16:22:00,2.134,0.0
24,24,24,2014-02-14 16:27:00,2.2840000000000003,0.0
25,25,25,2014-02-14 16:32:00,2.12,0.0
26,26,26,2014-02-14 16:37:00,2.35,0.0
27,27,27,2014-02-14 16:42:00,2.166,0.0
28,28,28,2014-02-14 16:47:00,2.314,0.0
29,29,29,2014-02-14 16:52:00,2.186,0.0
30,30,30,2014-02-14 16:57:00,2.33,0.0
31,31,31,2014-02-14 17:02:00,2.108,0.0
32,32,32,2014-02-14 17:07:00,2.3280000000000003,0.0
33,33,33,2014-02-14 17:12:00,3.434,0.0
34,34,34,2014-02-14 17:17:00,2.424,0.0
35,35,35,2014-02-14 17:22:00,2.158,0.0
36,36,36,2014-02-14 17:27:00,2.342,0.0
37,37,37,2014-02-14 17:32:00,2.056,0.0
38,38,38,2014-02-14 17:37:00,2.376,0.0
39,39,39,2014-02-14 17:42:00,2.106,0.0
40,40,40,2014-02-14 17:47:00,2.408,0.0
41,41,41,2014-02-14 17:52:00,2.156,0.0
42,42,42,2014-02-14 17:57:00,2.464,0.0
43,43,43,2014-02-14 18:02:00,2.224,0.0
44,44,44,2014-02-14 18:07:00,2.428,0.0
45,45,45,2014-02-14 18:12:00,2.234,0.0
46,46,46,2014-02-14 18:17:00,2.408,0.0
47,47,47,2014-02-14 18:22:00,3.372,0.0
48,48,48,2014-02-14 18:27:00,2.318,0.0
49,49,49,2014-02-14 18:32:00,2.166,0.0
50,50,50,2014-02-14 18:37:00,2.386,0.0
51,51,51,2014-02-14 18:42:00,2.138,0.0
52,52,52,2014-02-14 18:47:00,2.336,0.0
53,53,53,2014-02-14 18:52:00,2.23,0.0
54,54,54,2014-02-14 18:57:00,2.452,0.0
55,55,55,2014-02-14 19:02:00,2.15,0.0
56,56,56,2014-02-14 19:07:00,2.386,0.0
57,57,57,2014-02-14 19:12:00,2.234,0.0
