,Unnamed: 0,Unnamed: 0.1,timestamp,value,anomaly_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
0,0,0,2014-07-06 20:10:00,1.04725631,0,0,-0.22,-0.11,-0.11
1,1,1,2014-07-06 20:15:00,1.848031311,0,0,-0.22,-0.11,-0.11
2,2,2,2014-07-06 20:20:00,1.297892074,0,0,-0.22,-0.11,-0.11
3,3,3,2014-07-06 20:25:00,1.593151069,0,0,-0.22,-0.11,-0.11
4,4,4,2014-07-06 20:35:00,0.0,0,0,-0.22,-0.11,-0.11
5,5,5,2014-07-06 20:40:00,0.0,0,0,-0.22,-0.11,-0.11
6,6,6,2014-07-06 20:45:00,0.0,0,0,-0.22,-0.11,-0.11
7,7,7,2014-07-06 20:50:00,0.0,0,0,-0.22,-0.11,-0.11
8,8,8,2014-07-06 20:55:00,0.899700517,0,0,-0.22,-0.11,-0.11
9,9,9,2014-07-06 21:00:00,0.0,0,0,-0.22,-0.11,-0.11
10,10,10,2014-07-06 21:05:00,0.0,0,0,-0.22,-0.11,-0.11
11,11,11,2014-07-06 21:10:00,0.0,0,0,-0.22,-0.11,-0.11
12,12,12,2014-07-06 21:15:00,0.0,0,0,-0.22,-0.11,-0.11
13,13,13,2014-07-06 21:20:00,0.0,0,0,-0.22,-0.11,-0.11
14,14,14,2014-07-06 21:25:00,0.0,0,0,-0.22,-0.11,-0.11
15,15,15,2014-07-06 21:30:00,0.0,0,0,-0.22,-0.11,-0.11
16,16,16,2014-07-06 21:35:00,0.0,0,0,-0.22,-0.11,-0.11
17,17,17,2014-07-06 21:40:00,0.0,0,0,-0.22,-0.11,-0.11
18,18,18,2014-07-06 21:45:00,0.0,0,0,-0.22,-0.11,-0.11
19,19,19,2014-07-06 21:50:00,0.0,0,0,-0.22,-0.11,-0.11
20,20,20,2014-07-06 21:55:00,0.0,0,0,-0.22,-0.11,-0.11
21,21,21,2014-07-06 22:00:00,0.0,0,0,-0.22,-0.11,-0.11
22,22,22,2014-07-06 22:05:00,0.0,0,0,-0.22,-0.11,-0.11
23,23,23,2014-07-06 22:10:00,0.0,0,0,-0.22,-0.11,-0.11
24,24,24,2014-07-06 22:15:00,0.0,0,0,-0.22,-0.11,-0.11
25,25,25,2014-07-06 22:20:00,0.0,0,0,-0.22,-0.11,-0.11
26,26,26,2014-07-06 22:25:00,0.0,0,0,-0.22,-0.11,-0.11
27,27,27,2014-07-06 22:30:00,0.0,0,0,-0.22,-0.11,-0.11
28,28,28,2014-07-06 22:35:00,0.0,0,0,-0.22,-0.11,-0.11
29,29,29,2014-07-06 22:40:00,0.0,0,0,-0.22,-0.11,-0.11
30,30,30,2014-07-06 22:45:00,0.0,0,0,-0.22,-0.11,-0.11
31,31,31,2014-07-06 22:50:00,0.0,0,0,-0.22,-0.11,-0.11
32,32,32,2014-07-06 22:55:00,0.0,0,0,-0.22,-0.11,-0.11
33,33,33,2014-07-06 23:00:00,0.0,0,0,-0.22,-0.11,-0.11
34,34,34,2014-07-06 23:05:00,0.0,0,0,-0.22,-0.11,-0.11
35,35,35,2014-07-06 23:10:00,0.0,0,0,-0.22,-0.11,-0.11
36,36,36,2014-07-06 23:15:00,0.0,0,0,-0.22,-0.11,-0.11
37,37,37,2014-07-06 23:20:00,0.0,0,0,-0.22,-0.11,-0.11
38,38,38,2014-07-06 23:25:00,0.0,0,0,-0.22,-0.11,-0.11
39,39,39,2014-07-06 23:30:00,0.0,0,0,-0.22,-0.11,-0.11
40,40,40,2014-07-06 23:35:00,0.0,0,0,-0.22,-0.11,-0.11
41,41,41,2014-07-06 23:40:00,0.0,0,0,-0.22,-0.11,-0.11
42,42,42,2014-07-06 23:45:00,0.0,0,0,-0.22,-0.11,-0.11
43,43,43,2014-07-06 23:50:00,0.0,0,0,-0.22,-0.11,-0.11
44,44,44,2014-07-06 23:55:00,0.0,0,0,-0.22,-0.11,-0.11
45,45,45,2014-07-07 00:00:00,0.0,0,0,-0.22,-0.11,-0.11
46,46,46,2014-07-07 00:05:00,0.0,0,0,-0.22,-0.11,-0.11
