,Unnamed: 0,Unnamed: 0.1,timestamp,value,anomaly_score
0,0,0,2014-04-01 00:00:00,18.0904862285,0.0
1,1,1,2014-04-01 00:05:00,20.3598425859,0.0
2,2,2,2014-04-01 00:10:00,21.1054698472,0.0
3,3,3,2014-04-01 00:15:00,21.1515852522,0.0
4,4,4,2014-04-01 00:20:00,18.1371405424,0.0
5,5,5,2014-04-01 00:25:00,21.6256605306,0.0
6,6,6,2014-04-01 00:30:00,21.6738066877,0.0
7,7,7,2014-04-01 00:35:00,20.2455614926,0.0
8,8,8,2014-04-01 00:40:00,19.9283327955,0.0
9,9,9,2014-04-01 00:45:00,18.1794698523,0.0
10,10,10,2014-04-01 00:50:00,20.24781657,0.0
11,11,11,2014-04-01 00:55:00,19.6375163271,0.0
12,12,12,2014-04-01 01:00:00,21.0912256296,0.0
13,13,13,2014-04-01 01:05:00,19.6155342675,0.0
14,14,14,2014-04-01 01:10:00,20.7343233333,0.0
15,15,15,2014-04-01 01:15:00,18.405632585,0.0
16,16,16,2014-04-01 01:20:00,18.5318090831,0.0
17,17,17,2014-04-01 01:25:00,18.5588407626,0.0
18,18,18,2014-04-01 01:30:00,18.1821019992,0.0
19,19,19,2014-04-01 01:35:00,20.1653154371,0.0
20,20,20,2014-04-01 01:40:00,21.1758709042,0.0
21,21,21,2014-04-01 01:45:00,20.4416448148,0.0
22,22,22,2014-04-01 01:50:00,20.2998195422,0.0
23,23,23,2014-04-01 01:55:00,20.7224957136,0.0
24,24,24,2014-04-01 02:00:00,19.3585812923,0.0
25,25,25,2014-04-01 02:05:00,19.4478162866,0.0
26,26,26,2014-04-01 02:10:00,19.2570803929,0.0
27,27,27,2014-04-01 02:15:00,20.8484357314,0.0
28,28,28,2014-04-01 02:20:00,18.6465613427,0.0
29,29,29,2014-04-01 02:25:00,18.0521011213,0.0
30,30,30,2014-04-01 02:30:00,20.3847857869,0.0
31,31,31,2014-04-01 02:35:00,21.7695254589,0.0
32,32,32,2014-04-01 02:40:00,20.437631668,0.0
33,33,33,2014-04-01 02:45:00,21.1316866118,0.0
34,34,34,2014-04-01 02:50:00,20.6911628379,0.0
35,35,35,2014-04-01 02:55:00,19.9897466141,0.0
36,36,36,2014-04-01 03:00:00,20.8735696071,0.0
37,37,37,2014-04-01 03:05:00,21.2964164954,0.0
38,38,38,2014-04-01 03:10:00,18.8989265767,0.0
39,39,39,2014-04-01 03:15:00,19.3445219219,0.0
40,40,40,2014-04-01 03:20:00,18.89490293,0.0
41,41,41,2014-04-01 03:25:00,19.8086918224,0.0
42,42,42,2014-04-01 03:30:00,21.5402582037,0.0
43,43,43,2014-04-01 03:35:00,19.3808284033,0.0
44,44,44,2014-04-01 03:40:00,19.4978675565,0.0
45,45,45,2014-04-01 03:45:00,21.4414689387,0.0
46,46,46,2014-04-01 03:50:00,20.061497323,0.0
47,47,47,2014-04-01 03:55:00,20.1417959986,0.0
48,48,48,2014-04-01 04:00:00,21.4432048133,0.0
49,49,49,2014-04-01 04:05:00,19.9621069481,0.0
50,50,50,2014-04-01 04:10:00,20.7262301385,0.0
51,51,51,2014-04-01 04:15:00,18.3425786635,0.0
52,52,52,2014-04-01 04:20:00,18.7145268525,0.0
53,53,53,2014-04-01 04:25:00,19.6175048029,0.0
54,54,54,2014-04-01 04:30:00,19.9793562713,0.0
55,55,55,2014-04-01 04:35:00,21.8629348049,0.0
56,56,56,2014-04-01 04:40:00,21.8826065322,0.0
57,57,57,2014-04-01 04:45:00,21.4047883499,0.0
58,58,58,2014-04-01 04:50:00,19.2623953411,0.0
59,59,59,2014-04-01 04:55:00,21.8561131633,0.0
60,60,60,2014-04-01 05:00:00,20.7573634587,0.0
61,61,61,2014-04-01 05:05:00,19.571760511300003,0.0
62,62,62,2014-04-01 05:10:00,20.8066996679,0.0
63,63,63,2014-04-01 05:15:00,18.0660909191,0.0
64,64,64,2014-04-01 05:20:00,18.5846187291,0.0
65,65,65,2014-04-01 05:25:00,21.3187428462,0.0
66,66,66,2014-04-01 05:30:00,20.5822945475,0.0
67,67,67,2014-04-01 05:35:00,19.4567788052,0.0
68,68,68,2014-04-01 05:40:00,20.0026665609,0.0
69,69,69,2014-04-01 05:45:00,21.6205685986,0.0
70,70,70,2014-04-01 05:50:00,20.5263124379,0.0
71,71,71,2014-04-01 05:55:00,19.5925971357,0.0
72,72,72,2014-04-01 06:00:00,18.4813066296,0.0
73,73,73,2014-04-01 06:05:00,19.174987206500003,0.0
74,74,74,2014-04-01 06:10:00,21.9133609312,0.0
75,75,75,2014-04-01 06:15:00,19.7494522514,0.0
76,76,76,2014-04-01 06:20:00,19.8873578554,0.0
77,77,77,2014-04-01 06:25:00,19.9943921296,0.0
78,78,78,2014-04-01 06:30:00,21.5364160918,0.0
79,79,79,2014-04-01 06:35:00,20.4157131375,0.0
80,80,80,2014-04-01 06:40:00,20.7747081458,0.0
81,81,81,2014-04-01 06:45:00,19.5576541702,0.0
82,82,82,2014-04-01 06:50:00,18.1163504744,0.0
83,83,83,2014-04-01 06:55:00,21.723891657,0.0
84,84,84,2014-04-01 07:00:00,21.7965107237,0.0
85,85,85,2014-04-01 07:05:00,21.796612213400003,0.0
86,86,86,2014-04-01 07:10:00,21.7747483466,0.0
87,87,87,2014-04-01 07:15:00,21.2609677643,0.0
88,88,88,2014-04-01 07:20:00,20.7383842005,0.0
89,89,89,2014-04-01 07:25:00,21.3780396731,0.0
90,90,90,2014-04-01 07:30:00,20.402184956,0.0
91,91,91,2014-04-01 07:35:00,18.5374784556,0.0
92,92,92,2014-04-01 07:40:00,19.5648726602,0.0
93,93,93,2014-04-01 07:45:00,21.8851796479,0.0
94,94,94,2014-04-01 07:50:00,19.4045512544,0.0
95,95,95,2014-04-01 07:55:00,21.4713116549,0.0
96,96,96,2014-04-01 08:00:00,18.3728458831,0.0
97,97,97,2014-04-01 08:05:00,19.3367353695,0.0
98,98,98,2014-04-01 08:10:00,19.4038132989,0.0
99,99,99,2014-04-01 08:15:00,18.2064101724,0.0
100,100,100,2014-04-01 08:20:00,18.4763773207,0.0
101,101,101,2014-04-01 08:25:00,18.7726608445,0.0
102,102,102,2014-04-01 08:30:00,21.3512623632,0.0
103,103,103,2014-04-01 08:35:00,18.2536079598,0.0
104,104,104,2014-04-01 08:40:00,19.1948036054,0.0
105,105,105,2014-04-01 08:45:00,18.0407000104,0.0
106,106,106,2014-04-01 08:50:00,20.7825109816,0.0
107,107,107,2014-04-01 08:55:00,20.4812123602,0.0
108,108,108,2014-04-01 09:00:00,69.9717587639,0.0
109,109,109,2014-04-01 09:05:00,66.2916058721,0.0
110,110,110,2014-04-01 09:10:00,64.0324423692,0.0
111,111,111,2014-04-01 09:15:00,70.9963549007,0.0
112,112,112,2014-04-01 09:20:00,72.23120306930001,0.0
113,113,113,2014-04-01 09:25:00,63.0849803741,0.0
114,114,114,2014-04-01 09:30:00,67.8208802199,0.0
115,115,115,2014-04-01 09:35:00,64.5825332749,0.0
116,116,116,2014-04-01 09:40:00,63.4862533124,0.0
117,117,117,2014-04-01 09:45:00,71.1868242635,0.0
118,118,118,2014-04-01 09:50:00,68.5181183224,0.0
119,119,119,2014-04-01 09:55:00,64.1401205203,0.0
120,120,120,2014-04-01 10:00:00,74.651200174,0.0
121,121,121,2014-04-01 10:05:00,84.842464979,0.0
122,122,122,2014-04-01 10:10:00,83.0115068443,0.0
123,123,123,2014-04-01 10:15:00,83.4967734494,0.0
124,124,124,2014-04-01 10:20:00,76.9793877467,0.0
125,125,125,2014-04-01 10:25:00,79.5214887361,0.0
126,126,126,2014-04-01 10:30:00,75.687435328,0.0
127,127,127,2014-04-01 10:35:00,71.0460898627,0.0
128,128,128,2014-04-01 10:40:00,76.06459570140001,0.0
129,129,129,2014-04-01 10:45:00,79.05858128979999,0.0
130,130,130,2014-04-01 10:50:00,74.2964790823,0.0
131,131,131,2014-04-01 10:55:00,83.0001929198,0.0
132,132,132,2014-04-01 11:00:00,73.9710969315,0.0
133,133,133,2014-04-01 11:05:00,77.4068210384,0.0
134,134,134,2014-04-01 11:10:00,73.55447171029999,0.0
135,135,135,2014-04-01 11:15:00,78.0064502589,0.0
