Time,DATE_R,TIME_R,AC_TYPE,FLIGHT_PHASE,LDGNOS,N11,N12,ALT_STD2,ALT_QNH,RALTC,GSC,IAS_1,VRTG,LONG,LATG,IVV,FPA_SEL,DRIFT,HEAD,LONG_AIR,LAT_AIR,CITY_FROM_R,CITY_TO_R,WIN_SPDR,WIN_DIR,AP_EGD1,AP_EGD2,PITCH_CPT,PITCH_FO,ROLL_CPT,ROLL_FO,RUDD,ELEVL,ELEVR,FLAP,SPOIL_R2,SPOIL_R3,SPOIL_R4,SPOIL_R5,TAT,VIB_N1FNT1,VIB_N1FNT2,VIB_N2FNT1,VIB_N2FNT2,EGT1,EGT2,GW,TIME_R,DATE_R
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Recorded Date,Recorded Time,A/C Type Ref,Flight phase computed on ground,LDG squat switch-nose,N1 Actual Eng 1,N1 Actual Eng 2,Standard Altitude,Altitude QNH,Radio Altitude  (corrected),Ground speed (corrected),Computed airspeed,Normal acceleration,Longitudinal Acceleration,Lateral Acceleration,Vertical Speed computed on ground,Selected FPA,Drift Angle,Heading (true or mag. value),Air path - Longitude,Air path - Latitude,City Pair From  (1. Char  2. Char  3. Char  4. Char),City Pair To  (1. Char  2. Char  3. Char  4. Char),Wind Speed,Wind direction true,AP 1 engaged,AP 2 engaged,Capt Pitch Command Position,F/O Pitch Command Position,Capt Roll Command Position,F/O Roll Command Position,Rudder position,Left Elevator Position,Right Elevator Position,Flap actual postion ,Right Spoiler 2 Position,Right Spoiler 3 Position,Right Spoiler 4 Position,Right Spoiler 5 Position,Total air temperature (TAT),N1 vibration Eng 1,N1 vibration Eng 2,N2 vibration Eng 1,N2 vibration Eng 2,EGT Eng 1 (T 495),EGT Eng 2 (T 495),Gross Weight ,Recorded Time,Recorded Date
,,,,,,%,%,feet,feet,feet,knot,knot,,g,g,ft/min,deg,deg,deg,deg,deg,,,knot,deg,,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg C,Unit,Unit,Unit,Unit,deg C,deg C,lb,,
09:59:37,00/00/00,00:59:28, 40,ENG. STOP,GROUND,   0.0,   0.0,    -84,-27709.0,   -0.5,  0.00,  11, 0.977,-0.016,  0.0039,    0,  -5.6,  0.000, 72.42,   0.0000,  0.0000,,,  5.00, 52.03,NENGAGED,NENGAGED, -0.09,  0.04,  0.04, -0.18,  0.0,  17,  16,  0.00,   0,   0,   0,   0, 10.00, 0.0, 0.0, 0.0, 0.0,  86.00,  82.00,,00:59:28,00/00/00
09:59:38,00/00/00,00:59:28, 40,ENG. STOP,GROUND,   0.0,   0.0,    -84,-27709.0,   -0.5,  0.00,  11, 0.984,-0.016,  0.0078,    0,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,G,192.00,270.00,NENGAGED,NENGAGED, -0.09,  0.04,  0.04, -0.13,  0.1,  17,   3,  0.00,   0,  90,   0,   0, 10.00, 0.0, 0.0, 0.0, 0.0,  86.00,  82.00,     0,00:59:28,00/00/00
09:59:39,00/00/00,00:59:28, 40,ENG. STOP,GROUND,   0.0,   0.0,    -84,-27705.0,   -0.5,  0.00,   9, 0.984,-0.016,  0.0078,    0,   0.0,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.1,  18,   2,  0.00,   0,   0,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00,  83.00,,00:59:28,00/00/00
09:59:40,00/00/00,00:59:28, 40,ENG. STOP,GROUND,   0.0,   0.0,    -84,   65.24,   -0.5,  0.00,  10, 0.984,-0.016,  0.0039,    0,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,,  0.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.1,  18,   1,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00,  84.00,,00:59:28,00/00/00
09:59:41,00/00/00,00:59:32, 40,ENG. STOP,GROUND,   0.0,   0.0,    -84,   65.24,   -0.5,  0.00,  10, 0.984,-0.016,  0.0039,  -40,  -5.6,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.1,  18,   0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00,  84.00,,00:59:32,00/00/00
09:59:42,00/00/00,00:59:32, 40,ENG. STOP,GROUND,   0.0,   0.0,    -84,   65.24,   -0.5,  0.00,  11, 0.977,-0.016,  0.0078,  -27,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,GG,192.00,270.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.0,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00,  85.00,     0,00:59:32,00/00/00
09:59:43,00/00/00,00:59:32, 40,ENG. STOP,GROUND,   0.0,   0.0,    -84,   65.24,   -0.5,  0.00,   9, 0.984,-0.016,  0.0078,  -18,   0.0,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.1,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00,  85.00,,00:59:32,00/00/00
09:59:44,00/00/00,00:59:32, 40,ENG. STOP,GROUND,   0.0,   0.9,    -84,   65.24,   -0.5,  0.00,  10, 0.977,-0.016,  0.0039,  -12,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,,  0.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.1,  18,  -0,  0.00,   0,  90,   0,   0, 10.00, 0.0, 0.0, 0.0, 0.0,  86.00,  85.00,,00:59:32,00/00/00
09:59:45,00/00/00,09:59:36, 40,ENG. STOP,GROUND,   0.0,   1.1,    -84,   65.24,   -0.5,  0.00,  11, 0.984,-0.016,  0.0039,   -8,  -5.6,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.1,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00,  85.00,,09:59:36,00/00/00
09:59:46,00/00/00,09:59:36, 40,ENG. STOP,GROUND,   0.0,   1.3,    -84,   65.24,   -0.5,  0.00,  11, 0.977,-0.016,  0.0039,   -5,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,GG,192.00,270.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.1,  18,  -0,  0.00,   0,  90,   0,   0, 10.00, 0.0, 0.0, 0.0, 0.0,  86.00,  85.00,     0,09:59:36,00/00/00
09:59:47,00/00/00,09:59:36, 40,ENG. STOP,GROUND,   0.0,   1.4,    -84,   65.24,   -0.5,  0.00,  11, 0.996,-0.016,  0.0039,   -4,   0.0,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.1,  18,  -0,  0.00,   0,  90,   0,   0, 10.00, 0.0, 0.0, 0.0, 0.0,  86.00,  85.00,,09:59:36,00/00/00
09:59:48,00/00/00,09:59:36, 40,ENG. STOP,GROUND,   0.0,   1.8,    -84,   65.24,   -0.5,  0.00,  11, 0.996,-0.016,  0.0039,   -2,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,,  0.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.1,  18,  -0,  0.00,   0,  90,   0,   0, 10.00, 0.0, 0.0, 0.0, 0.0,  86.00,  85.00,,09:59:36,00/00/00
09:59:49,16/01/16,09:59:40, 40,ENG. STOP,GROUND,   0.0,   2.0,    -84,   65.24,   -0.5,  0.00,   9, 0.977,-0.016,  0.0039,   -2,  -5.6,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.1,  18,  -0,  0.00,   0,  90,   0,   0, 10.00, 0.0, 0.0, 0.0, 0.0,  86.00,  85.00,,09:59:40,16/01/16
09:59:50,16/01/16,09:59:40, 40,ENG. STOP,GROUND,   0.0,   2.3,    -84,   65.24,   -0.5,  0.00,  10, 0.996,-0.016,  0.0078,   -1,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,GG,192.00,270.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.1,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00,  98.00,     0,09:59:40,16/01/16
09:59:51,16/01/16,09:59:40, 40,ENG. STOP,GROUND,   0.0,   2.8,    -84,   65.24,   -0.5,  0.00,   9, 0.984,-0.016,  0.0000,   -1,   0.0,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.1,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00, 109.00,,09:59:40,16/01/16
09:59:52,16/01/16,09:59:40, 40,ENG. STOP,GROUND,   0.0,   3.7,    -84,   65.24,   -0.5,  0.00,   8, 0.996,-0.016,  0.0078,   -0,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,,  0.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.57,  0.00,  0.1,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00, 124.00,,09:59:40,16/01/16
09:59:53,16/01/16,09:59:44, 40,ENG. STOP,GROUND,   0.0,   4.3,    -84,   65.24,   -0.5,  0.00,   9, 0.984,-0.016,  0.0078,   -0,  -5.6,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.09,  0.00,  0.1,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00, 138.00,,09:59:44,16/01/16
09:59:54,16/01/16,09:59:44, 40,ENG. STOP,GROUND,   0.0,   4.8,    -84,   65.24,   -0.5,  0.00,   7, 0.984,-0.016,  0.0078,   -0,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,GG,192.00,270.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.3,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00, 166.00,     0,09:59:44,16/01/16
09:59:55,16/01/16,09:59:44, 40,ENG. STOP,GROUND,   0.0,   5.3,    -84,   69.24,   -0.5,  0.00,   9, 0.996,-0.016,  0.0078,   39,   0.0,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.2,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00, 181.00,,09:59:44,16/01/16
09:59:56,16/01/16,09:59:44, 40,ENG. STOP,GROUND,   0.0,   6.6,    -84,   69.24,   -0.5,  0.00,   7, 0.977,-0.016,  0.0039,   66,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,,  0.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.2,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  85.00, 194.00,,09:59:44,16/01/16
09:59:57,16/01/16,09:59:48, 40,ENG. STOP,GROUND,   0.0,   7.2,    -84,   69.24,   -0.5,  0.00,   7, 0.984,-0.016,  0.0039,   44,  -5.6,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.2,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00, 209.00,,09:59:48,16/01/16
09:59:58,16/01/16,09:59:48, 40,ENG. STOP,GROUND,   0.0,   7.9,    -84,   65.24,   -0.5,  0.00,  12, 0.996,-0.016,  0.0078,  -10,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,GG,192.00,270.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.2,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00, 236.00,     0,09:59:48,16/01/16
09:59:59,16/01/16,09:59:48, 40,ENG. STOP,GROUND,   0.0,   8.4,    -84,   65.24,   -0.5,  0.00,  12, 0.984,-0.016,  0.0078,  -46,   0.0,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.2,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00, 251.00,,09:59:48,16/01/16
10:00:00,16/01/16,09:59:48, 40,ENG. STOP,GROUND,   0.0,   9.8,    -84,   65.24,   -0.5,  0.00,  11, 0.984,-0.016,  0.0039,  -31,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,,  0.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.04,  0.00,  0.00,  0.4,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00, 266.00,,09:59:48,16/01/16
10:00:01,16/01/16,09:59:52, 40,ENG. STOP,GROUND,   0.0,  10.5,    -84,   65.24,   -0.5,  0.00,  11, 0.996,-0.016,  0.0039,  -21,  -5.6,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.2,  18,  -0,  0.00,   0,  90,   0,   0, 10.00, 0.0, 0.0, 0.0, 0.0,  86.00, 278.00,,09:59:52,16/01/16
10:00:02,16/01/16,09:59:52, 40,ENG. STOP,GROUND,   0.0,  11.3,    -84,   65.24,   -0.5,  0.00,  11, 0.984,-0.016,  0.0078,  -14,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,GG,192.00,270.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.1,  18,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.0, 0.0, 0.0,  86.00, 307.00,     0,09:59:52,16/01/16
10:00:03,16/01/16,09:59:52, 40,ENG. STOP,GROUND,   0.0,  12.1,    -84,   69.24,   -0.5,  0.00,  11, 0.996,-0.016,  0.0078,   30,   0.0,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.2,  18,  -0,  0.00,   0,  90,   0,   0, 10.00, 0.0, 0.0, 0.0, 0.0,  86.00, 319.00,,09:59:52,16/01/16
10:00:04,16/01/16,09:59:52, 40,TAXI OUT,GROUND,   0.0,  13.7,    -84,   69.24,   -0.5,  0.00,  10, 0.984,-0.016,  0.0039,   60,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,,  0.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.2,  18,  -0,  0.00,   0,   0,   0,   0, 10.00, 0.0, 0.0, 0.0, 0.0,  86.00, 332.00,,09:59:52,16/01/16
10:00:05,16/01/16,10:00:08, 40,TAXI OUT,GROUND,   0.0,  18.3,    -84,   69.24,   -0.5,  0.00,  10, 0.984,-0.016,  0.0039,   40,  -5.6,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.09,  0.00,  0.3,  -0,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.1, 0.0, 0.3,  86.00, 375.00,,10:00:08,16/01/16
10:00:06,16/01/16,10:00:08, 40,TAXI OUT,GROUND,   0.0,  18.4,    -84,   69.24,   -0.5,  0.00,  10, 0.977,-0.016,  0.0078,   27,  -3.2,  0.000, 72.42, 120.4320, 30.2448,Z,GG,192.00,270.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.3,  -0,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.1, 0.0, 0.4,  86.00, 376.00,     0,10:00:08,16/01/16
10:00:07,16/01/16,10:00:08, 40,TAXI OUT,GROUND,   0.0,  18.4,    -84,   69.24,   -0.5,  0.00,  10, 0.984,-0.016,  0.0078,   18,   0.0,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.3,  -0,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.1, 0.0, 0.4,  86.00, 376.00,,10:00:08,16/01/16
10:00:08,16/01/16,10:00:08, 40,TAXI OUT,GROUND,   0.0,  18.4,    -84,   65.24,   -0.5,  0.00,  13, 0.977,-0.016,  0.0039,   18,  -3.2,  0.000, 72.42, 120.4320, 30.2448,,,  0.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.4,  -0,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.1, 0.0, 0.4,  87.00, 376.00,,10:00:08,16/01/16
10:00:09,16/01/16,10:00:12, 40,TAXI OUT,GROUND,   0.0,  18.3,    -84,   65.24,   -0.5,  0.00,  13, 0.984,-0.016,  0.0078,  -28,  -5.6,  0.000, 72.42, 120.4320, 30.2448,,,  5.00, 52.03,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00,  0.3,  -0,  -0,  0.00,   0,  90,   0,   0, 10.25, 0.0, 0.1, 0.0, 0.4,  88.00, 377.00,,10:00:12,16/01/16
