Time,DATE_R,TIME_R,AC_TYPE,FLIGHT_PHASE,LDGNOS,N11,N12,ALT_STD2,ALT_QNH,RALTC,GSC,IAS_1,VRTG,LONG,LATG,IVV,FPA_SEL,DRIFT,HEAD,LONG_AIR,LAT_AIR,CITY_FROM_R,CITY_TO_R,WIN_SPDR,WIN_DIR,AP_EGD1,AP_EGD2,PITCH_CPT,PITCH_FO,ROLL_CPT,ROLL_FO,RUDD,ELEVL,ELEVR,FLAP,SPOIL_R2,SPOIL_R3,SPOIL_R4,SPOIL_R5,TAT,VIB_N1FNT1,VIB_N1FNT2,VIB_N2FNT1,VIB_N2FNT2,EGT1,EGT2,GW,TIME_R,DATE_R
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Recorded Date,Recorded Time,A/C Type Ref,Flight phase computed on ground,LDG squat switch-nose,N1 Actual Eng 1,N1 Actual Eng 2,Standard Altitude,Altitude QNH,Radio Altitude  (corrected),Ground speed (corrected),Computed airspeed,Normal acceleration,Longitudinal Acceleration,Lateral Acceleration,Vertical Speed computed on ground,Selected FPA,Drift Angle,Heading (true or mag. value),Air path - Longitude,Air path - Latitude,City Pair From  (1. Char  2. Char  3. Char  4. Char),City Pair To  (1. Char  2. Char  3. Char  4. Char),Wind Speed,Wind direction true,AP 1 engaged,AP 2 engaged,Capt Pitch Command Position,F/O Pitch Command Position,Capt Roll Command Position,F/O Roll Command Position,Rudder position,Left Elevator Position,Right Elevator Position,Flap actual postion ,Right Spoiler 2 Position,Right Spoiler 3 Position,Right Spoiler 4 Position,Right Spoiler 5 Position,Total air temperature (TAT),N1 vibration Eng 1,N1 vibration Eng 2,N2 vibration Eng 1,N2 vibration Eng 2,EGT Eng 1 (T 495),EGT Eng 2 (T 495),Gross Weight ,Recorded Time,Recorded Date
,,,,,,%,%,feet,feet,feet,knot,knot,,g,g,ft/min,deg,deg,deg,deg,deg,,,knot,deg,,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg C,Unit,Unit,Unit,Unit,deg C,deg C,lb,,
13:11:05,00/00/00,13:10:56, 20,ENG. STOP,GROUND,   0.0,   0.0,   -328,-27973.0,    0.0,  2.00,   0, 0.977, 0.004, -0.0039,    0,   0.1,  0.000,291.80,   0.0000,  0.0000,,,192.00, 23.91,NENGAGED,NENGAGED, -0.13, -0.04,  0.04, -0.13,  4.7,  18,  18,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 136.00,,13:10:56,00/00/00
13:11:06,00/00/00,13:10:56, 20,ENG. STOP,GROUND,   0.0,   0.0,   -328,-27973.0,    0.0,  0.00, 384, 0.977,-0.004, -0.0039,    0,  -5.6,  0.000,288.98, 120.4306, 31.5067,,`,  4.00,270.00,NENGAGED,NENGAGED, -0.13, -0.04,  0.04, -0.13,  4.9,  18,  18,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 136.00,     0,13:10:56,00/00/00
13:11:07,00/00/00,13:10:56, 20,ENG. STOP,GROUND,   0.0,   0.0,   -328,-27973.0,    0.0,  0.00,   0, 0.965,-0.004, -0.0039,    0,   0.1,  0.000,285.82, 120.4306, 31.5066,,,  0.00, 23.91,NENGAGED,NENGAGED, -0.13, -0.04,  0.04, -0.13,  0.0,  18,  18,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 136.00,,13:10:56,00/00/00
13:11:08,00/00/00,13:10:56, 20,ENG. STOP,GROUND,   0.0,   0.0,   -328,   19.72,    0.0,  0.00,   0, 0.965, 0.000,  0.0039,    0,   0.0,  0.000,282.30, 120.4306, 31.5066,,,  4.00,  0.00,NENGAGED,NENGAGED, -0.13,  0.00,  0.04, -0.13, -0.4,  18,  10,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 136.00,,13:10:56,00/00/00
13:11:09,00/00/00,13:11:00, 20,ENG. STOP,GROUND,   0.0,   0.0,   -328,   19.72,    0.0,  0.00,   0, 0.984, 0.008,  0.0000,    0,   0.1,  0.000,278.79, 120.4307, 31.5066,,,192.00, 23.91,NENGAGED,NENGAGED, -0.13, -0.04,  0.04, -0.13, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 136.00,,13:11:00,00/00/00
13:11:10,00/00/00,13:11:00, 20,ENG. STOP,GROUND,   0.0,   0.0,   -328,   19.72,    0.0,  0.00, 384, 0.977, 0.000,  0.0000,    0,  -5.6,  0.000,274.57, 120.4308, 31.5066,,`G,  4.00,270.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 147.00, 136.00,     0,13:11:00,00/00/00
13:11:11,00/00/00,13:11:00, 20,ENG. STOP,GROUND,   0.0,   0.0,   -328,   19.72,    0.0,  0.00,   0, 0.977, 0.004,  0.0078,    0,   0.1,  0.000,270.35, 120.4308, 31.5066,,,  0.00, 23.91,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -1,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 136.00,,13:11:00,00/00/00
13:11:12,00/00/00,13:11:00, 20,ENG. STOP,GROUND,   0.0,   0.0,   -328,   19.72,   -0.5,  0.00,   0, 0.977, 0.004,  0.0078,    0,   0.0,  0.000,265.43, 120.4308, 31.5066,,,  4.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 147.00, 136.00,,13:11:00,00/00/00
13:11:13,09/01/16,13:11:04, 20,ENG. STOP,GROUND,   0.0,   0.0,   -328,   19.72,    0.0,  0.00,   0, 0.977, 0.004,  0.0078,    0,   0.1,  0.000,260.86, 120.4308, 31.5066,,,192.00, 23.91,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 136.00,,13:11:04,09/01/16
13:11:14,09/01/16,13:11:04, 20,ENG. STOP,GROUND,   0.0,   0.0,   -328,   19.72,    0.0,  0.00, 384, 0.977, 0.000,  0.0078,    0,  -5.6,  0.000,255.94, 120.4308, 31.5066,,`GG,  4.00,270.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 136.00,     0,13:11:04,09/01/16
13:11:15,09/01/16,13:11:04, 20,ENG. STOP,GROUND,   0.0,   0.0,   -328,   19.72,    0.0,  0.00,   0, 0.984, 0.004,  0.0117,    0,   0.1,  0.000,251.02, 120.4308, 31.5066,,,  0.00, 23.91,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 136.00,,13:11:04,09/01/16
13:11:16,09/01/16,13:11:04, 20,ENG. STOP,GROUND,   0.0,   0.0,   -328,   19.72,    0.0,  0.00,   0, 0.977, 0.000,  0.0117,    0,   0.0,  0.000,246.09, 120.4308, 31.5066,,,  4.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 135.00,,13:11:04,09/01/16
13:11:17,09/01/16,13:11:08, 20,ENG. STOP,GROUND,   0.0,   1.1,   -328,   19.72,   -0.5,  0.00,   0, 0.965,-0.004,  0.0078,    0,   0.1,  0.000,241.17, 120.4308, 31.5066,,,192.00, 23.91,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 134.00,,13:11:08,09/01/16
13:11:18,09/01/16,13:11:08, 20,ENG. STOP,GROUND,   0.0,   1.3,   -328,   19.72,   -0.5,  0.00, 384, 0.965,-0.004,  0.0117,    0,  -5.6,  0.000,236.60, 120.4308, 31.5066,,`GGG,  4.00,270.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 134.00,     0,13:11:08,09/01/16
13:11:19,09/01/16,13:11:08, 20,ENG. STOP,GROUND,   0.0,   1.5,   -328,   19.72,    0.0,  0.00,   0, 0.977,-0.004,  0.0117,    0,   0.1,  0.000,232.38, 120.4308, 31.5066,,,  0.00, 23.91,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 133.00,,13:11:08,09/01/16
13:11:20,09/01/16,13:11:08, 20,ENG. STOP,GROUND,   0.0,   1.9,   -328,   19.72,   -0.5,  0.00,   0, 0.977,-0.008,  0.0117,    0,   0.0,  0.000,228.87, 120.4308, 31.5066,,,  4.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 140.00,,13:11:08,09/01/16
13:11:21,09/01/16,13:11:12, 20,ENG. STOP,GROUND,   0.0,   2.8,   -328,   19.72,   -0.5,  0.00,   0, 0.977,-0.012,  0.0117,    0,   0.1,  0.000,225.70, 120.4308, 31.5066,,,192.00, 23.91,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 149.00,,13:11:12,09/01/16
13:11:22,09/01/16,13:11:12, 20,ENG. STOP,GROUND,   0.0,   3.3,   -328,   19.72,    0.0,  0.00, 384, 0.984,-0.016,  0.0078,    0,  -5.6,  0.000,223.24, 120.4308, 31.5066,,`GGG,  4.00,270.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 160.00,     0,13:11:12,09/01/16
13:11:23,09/01/16,13:11:12, 20,ENG. STOP,GROUND,   0.0,   3.8,   -328,   19.72,    0.0,  0.00,   0, 0.977,-0.012,  0.0078,    0,   0.1,  0.000,220.78, 120.4308, 31.5066,,,  0.00, 23.91,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 170.00,,13:11:12,09/01/16
13:11:24,09/01/16,13:11:12, 20,ENG. STOP,GROUND,   0.0,   4.4,   -328,   19.72,    0.0,  0.00,   0, 0.984,-0.008,  0.0117,    0,   0.0,  0.000,218.32, 120.4308, 31.5066,,,  4.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 196.00,,13:11:12,09/01/16
13:11:25,09/01/16,13:11:16, 20,ENG. STOP,GROUND,   0.0,   5.7,   -328,   19.72,    0.0,  0.00,   0, 0.977,-0.008,  0.0078,    0,   0.1,  0.000,215.86, 120.4308, 31.5066,,,192.00, 23.91,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.5,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 208.00,,13:11:16,09/01/16
13:11:26,09/01/16,13:11:16, 20,ENG. STOP,GROUND,   0.0,   6.4,   -328,   19.72,    0.0,  0.00, 384, 0.977,-0.004,  0.0117,    0,  -5.6,  0.000,214.10, 120.4308, 31.5066,,`GGG,  4.00,270.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.5,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 223.00,     0,13:11:16,09/01/16
13:11:27,09/01/16,13:11:16, 20,ENG. STOP,GROUND,   0.0,   7.1,   -328,   19.72,    0.0,  0.00,   0, 0.977,-0.004,  0.0039,    0,   0.1,  0.000,213.05, 120.4308, 31.5066,,,  0.00, 23.91,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 238.00,,13:11:16,09/01/16
13:11:28,09/01/16,13:11:16, 20,ENG. STOP,GROUND,   0.0,   7.8,   -328,   19.72,    0.0,  0.00,   0, 0.984,-0.008,  0.0039,    0,   0.0,  0.000,212.34, 120.4309, 31.5066,,,  4.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.5,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 266.00,,13:11:16,09/01/16
13:11:29,09/01/16,13:11:20, 20,ENG. STOP,GROUND,   0.0,   9.2,   -328,   19.72,    0.0,  0.00,   0, 0.957,-0.008,  0.0117,    0,   0.1,  0.000,211.64, 120.4309, 31.5066,,,192.00, 23.91,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 281.00,,13:11:20,09/01/16
13:11:30,09/01/16,13:11:20, 20,ENG. STOP,GROUND,   0.0,  10.0,   -328,   19.72,    0.0,  0.00, 384, 0.965,-0.004,  0.0078,    0,  -5.6,  0.000,211.29, 120.4309, 31.5066,,`GGG,  4.00,270.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.5,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 293.00,     0,13:11:20,09/01/16
13:11:31,09/01/16,13:11:20, 20,ENG. STOP,GROUND,   0.0,  10.8,   -328,   19.72,    0.0,  0.00,   0, 0.965,-0.004,  0.0000,    0,   0.1,  0.000,210.94, 120.4309, 31.5066,,,  0.00, 23.91,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 307.00,,13:11:20,09/01/16
13:11:32,09/01/16,13:11:20, 20,ENG. STOP,GROUND,   0.0,  11.6,   -328,   19.72,    0.0,  0.00,   0, 0.984, 0.000,  0.0000,    0,   0.0,  0.000,210.59, 120.4309, 31.5066,,,  4.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.5,  18,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.0, 0.0, 0.0, 146.00, 333.00,,13:11:20,09/01/16
13:11:33,09/01/16,13:11:36, 20,TAXI OUT,GROUND,   0.0,  17.9,   -328,   19.72,   -1.0,  0.00,   0, 0.977,-0.004,  0.0000,    0,   0.1,  0.000,209.88, 120.4309, 31.5066,,,192.00, 23.91,NENGAGED,NENGAGED, -0.13, -0.04,  0.00, -0.13, -0.4,  -0,   0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.2, 0.0, 0.2, 144.00, 387.00,,13:11:36,09/01/16
13:11:34,09/01/16,13:11:36, 20,TAXI OUT,GROUND,   0.0,  17.9,   -328,   19.72,   -0.5,  0.00, 384, 0.977, 0.000,  0.0000,    0,  -5.6,  0.000,209.88, 120.4309, 31.5066,,`GGG,  4.00,270.00,NENGAGED,NENGAGED, -0.13, -0.04,  0.00, -0.13, -0.3,  -0,   0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.2, 0.0, 0.2, 144.00, 387.00,  7680,13:11:36,09/01/16
13:11:35,09/01/16,13:11:36, 20,TAXI OUT,GROUND,   0.0,  17.9,   -328,   19.72,   -0.5,  0.00,   0, 0.977,-0.004,  0.0000,    0,   0.1,  0.000,209.88, 120.4309, 31.5066,,,  0.00, 23.91,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  -0,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.2, 0.0, 0.3, 145.00, 387.00,,13:11:36,09/01/16
13:11:36,09/01/16,13:11:36, 20,TAXI OUT,GROUND,   0.0,  17.9,   -328,   19.72,   -0.5,  0.00,   0, 0.984,-0.004,  0.0000,    0,   0.0,  0.000,209.88, 120.4309, 31.5066,,,  4.00,  0.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  -0,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.2, 0.0, 0.3, 144.00, 387.00,,13:11:36,09/01/16
13:11:37,09/01/16,13:11:40, 20,TAXI OUT,GROUND,   0.0,  17.8,   -328,   19.72,    0.0,  0.00,   0, 0.977,-0.008,  0.0000,    0,   0.1,  0.000,209.88, 120.4309, 31.5066,,,192.00, 23.91,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.3,  -0,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.3, 0.0, 0.3, 144.00, 387.00,,13:11:40,09/01/16
13:11:38,09/01/16,13:11:40, 20,TAXI OUT,GROUND,   0.0,  17.9,   -328,   19.72,   -0.5,  0.00, 384, 0.977,-0.008,  0.0000,    0,  -5.6,  0.000,209.88, 120.4309, 31.5066,,`GGG,  4.00,270.00,NENGAGED,NENGAGED,  0.00,  0.00,  0.00,  0.00, -0.4,  -0,  -0,  0.00,   0,   0,   0,  90, 12.50, 0.0, 0.3, 0.0, 0.3, 145.00, 387.00,  7680,13:11:40,09/01/16
