Time,DATE_R,TIME_R,AC_TYPE,FLIGHT_PHASE,LDGNOS,N11,N12,ALT_STD2,ALT_QNH,RALTC,GSC,IAS_1,VRTG,LONG,LATG,IVV,FPA_SEL,DRIFT,HEAD,LONG_AIR,LAT_AIR,CITY_FROM_R,CITY_TO_R,WIN_SPDR,WIN_DIR,AP_EGD1,AP_EGD2,PITCH_CPT,PITCH_FO,ROLL_CPT,ROLL_FO,RUDD,ELEVL,ELEVR,FLAP,SPOIL_R2,SPOIL_R3,SPOIL_R4,SPOIL_R5,TAT,VIB_N1FNT1,VIB_N1FNT2,VIB_N2FNT1,VIB_N2FNT2,EGT1,EGT2,GW,TIME_R,DATE_R
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Recorded Date,Recorded Time,A/C Type Ref,Flight phase computed on ground,NOSE LANDING GEAR COMPRESSED,IAE N1 ACTUAL (LOW ROTOR SPEED) ENG 1,IAE N1 ACTUAL (LOW ROTOR SPEED) ENG 2,ALTITUDE STANDARD ADC2,Altitude QNH,Radio Altitude  (corrected),Ground speed (corrected),,NORMAL ACCELERATION SYS. 1,LONGITUDINAL ACCELERATION SYS. 1,LATERAL ACCELERATION SYS. 1,INERTIAL VERTICAL SPEED,SELECTED FPA,,MAGNETIC HEADING,Air path - Longitude,Air path - Latitude,City pair FROM,City pair TO,WIND SPEED,WIND DIRECTION,AP1 ENGAGED,AP2 ENGAGED,PITCH CAPT CMD POSITION,PITCH F/O CMD POSITION,ROLL CAPT CMD POSITION,ROLL F/O CMD POSITION,RUDDER POSITION ,,,FLAP ACTUAL POSITION,,,,,TOTAL AIR TEMPERATURE,,,,,IAE EGT LPT EXIT TEMP ENG 1,IAE EGT LPT EXIT TEMP ENG 2,GROSS WEIGHT (KGS.),Recorded Time,Recorded Date
,,,,,,% RPM,% RPM,FT,feet,feet,knot,,G,G,G,,DEG,,DEG,deg,deg,,,KTS,DEG,,,DEG,DEG,DEG,DEG,DEG,,,,,,,,DEG C,,,,,DEG C,DEG C,KG,,
04:36:45,00/00/00,00:00:00,320,ENG. STOP,GROUND,   3.4,   3.4,   -207,  112.00,    0.3,  3.00,, 0.977, 0.008,  0.0078,    0,   0.0,,153.63, 126.4904, 33.5066,RC,, 63.00,146.95,-,-, -0.09, -0.09,  0.00,  0.00, 32.9,,,  0.00,,,,,,,,,,  54.00,  29.00,,00:00:00,00/00/00
04:36:46,07/01/16,00:00:00,320,ENG. STOP,GROUND,   3.4,   3.4,   -207,  112.00,    0.4,  0.00,, 0.977, 0.000,  0.0000,    0,   0.0,,153.28, 126.4904, 33.5066,RKPC,Z,,146.95,-,-, -0.09, -0.09,  0.00,  0.00, 29.7,,,  0.00,,,,,  8.75,,,,,  54.00,  29.00,     0,00:00:00,07/01/16
04:36:47,07/01/16,00:00:00,320,ENG. STOP,GROUND,   3.4,   3.4,   -206,  112.00,    0.3,  0.00,, 0.984, 0.004,  0.0078,    0,   0.0,,153.28, 126.4904, 33.5066,RKPC,ZS,,146.95,-,-, -0.09, -0.09,  0.00,  0.00, 14.9,,,  0.00,,,,,,,,,,  54.00,  31.00,,00:00:00,07/01/16
04:36:48,07/01/16,04:36:48,320,ENG. STOP,GROUND,   3.4,   3.4,   -206,  112.00,    0.4,  0.00,, 0.996, 0.000,  0.0078,    0,   0.0,,153.28, 126.4902, 33.5066,RKPC,ZSPD,,146.95,-,-, -0.09, -0.09, -0.09,  0.00,  1.1,,,  0.00,,,,,  8.75,,,,,  54.00,  32.00,     0,04:36:48,07/01/16
04:36:49,07/01/16,04:36:48,320,ENG. STOP,GROUND,   3.4,   3.4,   -206,  112.00,    0.4,  0.00,, 0.977, 0.000,  0.0000,  -16,   0.0,,152.93, 126.4904, 33.5067,RKPC,ZSPD, 63.00,146.25,-,-, -0.09, -0.09, -0.09,  0.00,  0.7,,,  0.00,,,,,,,,,,  54.00,  35.00,,04:36:48,07/01/16
04:36:50,07/01/16,04:36:48,320,ENG. STOP,GROUND,   3.4,   3.8,   -206,  116.00,    0.3,  0.00,, 0.984, 0.000,  0.0078,    0,   0.0,,152.93, 126.4904, 33.5067,RKPC,ZSPD,,146.25,-,-,  0.00,  0.00,  0.00,  0.00,  0.7,,,  0.00,,,,,  8.75,,,,,  54.00,  36.00,     0,04:36:48,07/01/16
04:36:51,07/01/16,04:36:48,320,ENG. STOP,GROUND,   3.4,   4.3,   -206,  116.00,    0.3,  0.00,, 0.996, 0.000,  0.0117,    0,   0.0,,152.58, 126.4904, 33.5067,RKPC,ZSPD,,146.25,-,-,  0.00,  0.00,  0.00,  0.00,  0.7,,,  0.00,,,,,,,,,,  54.00,  38.00,,04:36:48,07/01/16
