Time,DATE_R,TIME_R,AC_TYPE,FLIGHT_PHASE,LDGNOS,N11,N12,ALT_STD2,ALT_QNH,RALTC,GSC,IAS_1,VRTG,LONG,LATG,IVV,FPA_SEL,DRIFT,HEAD,LONG_AIR,LAT_AIR,CITY_FROM_R,CITY_TO_R,WIN_SPDR,WIN_DIR,AP_EGD1,AP_EGD2,PITCH_CPT,PITCH_FO,ROLL_CPT,ROLL_FO,RUDD,ELEVL,ELEVR,FLAP,SPOIL_R2,SPOIL_R3,SPOIL_R4,SPOIL_R5,TAT,VIB_N1FNT1,VIB_N1FNT2,VIB_N2FNT1,VIB_N2FNT2,EGT1,EGT2,GW,TIME_R,DATE_R
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Recorded Date,Recorded Time,A/C Type Ref,Flight phase computed on ground,NOSE LANDING GEAR COMPRESSED SYS. 1,N1 ACTUAL (LOW ROTOR SPEED) SYS. 1,N1 ACTUAL (LOW ROTOR SPEED) SYS. 2,,Altitude QNH,Radio Altitude  (corrected),Ground speed (corrected),,NORMAL ACCELERATION SYS. 1,LONGITUDINAL ACCELERATION SYS. 1,LATERAL ACCELERATION SYS. 1,Vertical Speed computed on ground,SELECTED FPA,DRIFT ANGLE SYS. 1,MAGNETIC HEADING,Air path - Longitude,Air path - Latitude,DEPARTURE AIRPORT,City pair TO,WIND SPEED,WIND DIRECTION - TRUE,AP1 ENGAGED SYS. 1,AP2 ENGAGED SYS. 1,PITCH CAPT CMD POSITION,PITCH F/O CMD POSITION,ROLL CAPT CMD POSITION,ROLL F/O CMD POSITION,RUDDER POSITION SYS. 1,ELEVATOR POSITION LEFT SYS. 1,ELEVATOR POSITION RIGHT SYS. 1,FLAP ACTUAL POSITION,RH SPL 2 POSITION SYS. 2,RH SPL 3 POSITION SYS. 2,,RH SPL 5 POSITION SYS. 2,TOTAL AIR TEMPERATURE,N1 VIB ENG 1 BRG1 OR TRF SYS. 1,N1 VIB ENG 2 BRG1 OR TRF SYS. 1,N2 VIB ENG 1 BRG1 OR TRF SYS. 1,N2 VIB ENG 1 BRG1 OR TRF SYS. 1,IAE EGT LPT EXIT TEMP SYS. 1,IAE EGT LPT EXIT TEMP SYS. 2,GROSS WEIGHT (KGS.),Recorded Time,Recorded Date
,,,,,,%,%,,feet,feet,knot,,g,g,g,ft/min,deg,deg,deg,deg,deg,,,knot,deg,,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,,deg,deg C,%,%,%,%,deg C,deg C,kg,,
14:01:54,00/00/00,00:00:00, 20,ENG. STOP,GROUND,  17.6,  18.5,,-26609.0,    0.0,  0.00,, 0.977, 0.000, -0.0234,    0,-336.0,, 21.45,   0.0000, 29.7194,,,  2.00,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00,  0.0,  45,   0,  0.00,   0,  90,,  90,, 0.0, 0.2, 0.2, 0.2, 395.00, 374.00,,00:00:00,00/00/00
14:01:55,26/01/16,00:00:00, 20,ENG. STOP,GROUND,  18.4,  18.4,, 1356.41,    0.0,  0.00,, 0.977, 0.000, -0.0234,    0,-336.0,, 21.45,   0.0000, 29.7194,ZUCK,,,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00,  0.0,  45,   0,  0.00,   0,  90,,  90,  6.00, 0.0, 0.2, 0.2, 0.2, 401.00, 374.00, 63631,00:00:00,26/01/16
14:01:56,26/01/16,00:00:00, 20,ENG. STOP,GROUND,  18.8,  18.4,, 1356.41,    0.0,  0.00,, 0.977, 0.000, -0.0234,    0,-336.0,  0.000, 21.45, 106.6063, 29.7194,,,,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00,  0.0,  45,   0,  0.00,   0,  90,,  90,, 0.0, 0.2, 0.2, 0.2, 402.00, 374.00,,00:00:00,26/01/16
14:01:57,26/01/16,14:01:57, 20,ENG. STOP,GROUND,  18.9,  18.4,, 1356.41,    0.0,  0.00,, 0.977, 0.000, -0.0234,    0,-336.0,, 21.45, 106.6063, 29.7194,,ZSHC,,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00, -0.1,  45,   0,  0.00,   0,  90,,  90,  6.00, 0.0, 0.2, 0.2, 0.2, 393.00, 375.00, 63631,14:01:57,26/01/16
14:01:58,26/01/16,14:01:57, 20,ENG. STOP,GROUND,  18.8,  18.5,, 1356.41,    0.0,  0.00,, 0.977, 0.000, -0.0234,    0,-336.0,, 21.45, 106.6063, 29.7194,,,  2.00,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00, -0.1,  45,   0,  2.67,   0,  90,,  90,, 0.0, 0.2, 0.4, 0.2, 384.00, 375.00,,14:01:57,26/01/16
14:01:59,26/01/16,14:01:57, 20,ENG. STOP,GROUND,  18.6,  18.5,, 1356.41,    0.0,  0.00,, 0.977, 0.000, -0.0234,    0,-336.0,, 21.45, 106.6063, 29.7194,ZUCK,,,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00,  0.0,  45,   0,  2.67,   0,  90,,  90,  6.00, 0.0, 0.2, 0.4, 0.2, 378.00, 376.00, 63631,14:01:57,26/01/16
14:02:00,26/01/16,14:01:57, 20,ENG. STOP,GROUND,  18.6,  18.5,, 1356.41,    0.0,  0.00,, 0.977, 0.000, -0.0195,    0,-336.0,  0.000, 21.45, 106.6063, 29.7194,,,,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00, -0.1,  45,   0,  8.26,   0,  90,,  90,, 0.0, 0.2, 0.4, 0.2, 377.00, 376.00,,14:01:57,26/01/16
14:02:01,26/01/16,14:02:01, 20,ENG. STOP,GROUND,  18.8,  18.5,, 1356.41,    0.0,  0.00,, 0.977,-0.004, -0.0234,    0,-336.0,, 21.45, 106.6063, 29.7194,,ZSHC,,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00, -0.1,  45,   0,  8.26,   0,  90,,  90,  6.00, 0.0, 0.2, 0.4, 0.2, 376.00, 377.00, 63631,14:02:01,26/01/16
14:02:02,26/01/16,14:02:01, 20,ENG. STOP,GROUND,  18.8,  18.4,, 1356.41,    0.0,  0.00,, 0.977, 0.000, -0.0195,    0,-336.0,, 21.45, 106.6063, 29.7194,,,  2.00,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00, -0.1,  45,   0, 14.46,   0,  90,,  90,, 0.0, 0.2, 0.4, 0.2, 376.00, 377.00,,14:02:01,26/01/16
14:02:03,26/01/16,14:02:01, 20,TAXI OUT,GROUND,  18.6,  18.4,, 1356.41,    0.0,  0.00,, 0.977,-0.004, -0.0234,    0,-336.0,, 21.45, 106.6063, 29.7194,ZUCK,,,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00,  0.0,  45,   0, 14.46,   0,  90,,  90,  6.00, 0.0, 0.2, 0.4, 0.2, 375.00, 377.00, 63631,14:02:01,26/01/16
14:02:04,26/01/16,14:02:01, 20,TAXI OUT,GROUND,  18.6,  18.4,, 1356.41,    0.0,  0.00,, 0.977, 0.000, -0.0234,    0,-336.0,  0.000, 21.45, 106.6063, 29.7194,,,,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00,  0.0,  45,   0, 15.26,   0,  90,,  90,, 0.0, 0.0, 0.4, 0.2, 375.00, 377.00,,14:02:01,26/01/16
14:02:05,26/01/16,14:02:05, 20,TAXI OUT,GROUND,  18.6,  18.4,, 1356.41,    0.0,  0.00,, 0.977, 0.000, -0.0234,    0,-336.0,, 21.45, 106.6063, 29.7194,,ZSHC,,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00, -0.1,   1,   1, 15.26,   0,  81,,  80,  6.00, 0.0, 0.0, 0.4, 0.2, 374.00, 377.00, 63631,14:02:05,26/01/16
14:02:06,26/01/16,14:02:05, 20,TAXI OUT,GROUND,  18.5,  18.4,, 1356.41,    0.0,  0.00,, 0.977, 0.000, -0.0234,    0,-336.0,, 21.45, 106.6063, 29.7194,,,  2.00,201.09,N,NOFALT,  0.00,  0.44,  0.00, -3.25, -0.1,  45,   0, 15.26,  90,  90,,  90,, 0.0, 0.0, 0.4, 0.2, 374.00, 378.00,,14:02:05,26/01/16
14:02:07,26/01/16,14:02:05, 20,TAXI OUT,GROUND,  18.5,  18.4,, 1356.41,    0.0,  0.00,, 0.977, 0.000, -0.0234,    0,-336.0,, 21.45, 106.6063, 29.7194,ZUCK,,,201.09,N,NOFALT,  0.00,  0.00,  0.00, -0.09, -0.1,  45,   0, 15.26,   0,  90,,  90,  6.00, 0.0, 0.2, 0.4, 0.2, 374.00, 378.00, 63631,14:02:05,26/01/16
14:02:08,26/01/16,14:02:05, 20,TAXI OUT,GROUND,  18.5,  18.4,, 1356.41,    0.0,  0.00,, 0.977, 0.000, -0.0234,    0,-336.0,  0.000, 21.45, 106.6063, 29.7194,,,,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00, -0.1,  45,   0, 15.26,   0,  90,,  90,, 0.0, 0.2, 0.4, 0.2, 374.00, 378.00,,14:02:05,26/01/16
14:02:09,26/01/16,14:02:09, 20,TAXI OUT,GROUND,  18.5,  18.4,, 1356.41,    0.0,  0.00,, 0.977, 0.000, -0.0195,    0,-336.0,, 21.45, 106.6063, 29.7194,,ZSHC,,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00, -0.1,  45,   0, 15.26,   0,  90,,  90,  6.00, 0.0, 0.0, 0.4, 0.2, 375.00, 381.00, 63631,14:02:09,26/01/16
14:02:10,26/01/16,14:02:09, 20,TAXI OUT,GROUND,  18.5,  18.4,, 1356.41,    0.0,  0.00,, 0.988, 0.000, -0.0234,    0,-336.0,, 21.45, 106.6063, 29.7194,,,  2.00,201.09,N,NOFALT,  0.00,  0.00,  0.00,  0.00,  0.0,  45,   0, 15.26,   0,  90,,  90,, 0.0, 0.0, 0.4, 0.2, 374.00, 385.00,,14:02:09,26/01/16
