Time,DATE_R,TIME_R,AC_TYPE,FLIGHT_PHASE,LDGNOS,N11,N12,ALT_STD2,ALT_QNH,RALTC,GSC,IAS_1,VRTG,LONG,LATG,IVV,FPA_SEL,DRIFT,HEAD,LONG_AIR,LAT_AIR,CITY_FROM_R,CITY_TO_R,WIN_SPDR,WIN_DIR,AP_EGD1,AP_EGD2,PITCH_CPT,PITCH_FO,ROLL_CPT,ROLL_FO,RUDD,ELEVL,ELEVR,FLAP,SPOIL_R2,SPOIL_R3,SPOIL_R4,SPOIL_R5,TAT,VIB_N1FNT1,VIB_N1FNT2,VIB_N2FNT1,VIB_N2FNT2,EGT1,EGT2,GW,TIME_R,DATE_R
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Recorded Date,Recorded Time,A/C Type Ref,Flight phase computed on ground,NOSE LANDING GEAR COMPRESSED SYS. 1,N1 ACTUAL (LOW ROTOR SPEED) SYS. 1,N1 ACTUAL (LOW ROTOR SPEED) SYS. 2,,Altitude QNH,Radio Altitude  (corrected),Ground speed (corrected),,NORMAL ACCELERATION SYS. 1,LONGITUDINAL ACCELERATION SYS. 1,LATERAL ACCELERATION SYS. 1,Vertical Speed computed on ground,SELECTED FPA,DRIFT ANGLE SYS. 1,MAGNETIC HEADING,Air path - Longitude,Air path - Latitude,DEPARTURE AIRPORT,City pair TO,WIND SPEED,WIND DIRECTION - TRUE,AP1 ENGAGED SYS. 1,AP2 ENGAGED SYS. 1,PITCH CAPT CMD POSITION,PITCH F/O CMD POSITION,ROLL CAPT CMD POSITION,ROLL F/O CMD POSITION,RUDDER POSITION SYS. 1,ELEVATOR POSITION LEFT SYS. 1,ELEVATOR POSITION RIGHT SYS. 1,FLAP ACTUAL POSITION,RH SPL 2 POSITION SYS. 2,RH SPL 3 POSITION SYS. 2,,RH SPL 5 POSITION SYS. 2,TOTAL AIR TEMPERATURE,N1 VIB ENG 1 BRG1 OR TRF SYS. 1,N1 VIB ENG 2 BRG1 OR TRF SYS. 1,N2 VIB ENG 1 BRG1 OR TRF SYS. 1,N2 VIB ENG 1 BRG1 OR TRF SYS. 1,IAE EGT LPT EXIT TEMP SYS. 1,IAE EGT LPT EXIT TEMP SYS. 2,GROSS WEIGHT (KGS.),Recorded Time,Recorded Date
,,,,,,%,%,,feet,feet,knot,,g,g,g,ft/min,deg,deg,deg,deg,deg,,,knot,deg,,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,,deg,deg C,%,%,%,%,deg C,deg C,kg,,
09:35:13,00/00/00,00:00:00, 20,ENG. STOP,GROUND,   0.0,   0.0,,-27589.0,    0.0,  0.00,, 0.996, 0.000, -0.0078,    0,   0.0,, 41.48,   0.0000, 22.6315,,,  0.00,  0.00,N,NOFALT, 22.41,  0.00, -0.09, -0.09,  5.7,  18,  18,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,00:00:00,00/00/00
09:35:14,16/01/16,00:00:00, 20,ENG. STOP,GROUND,   0.0,   0.0,,-27589.0,    0.0,  0.00,, 0.996, 0.000, -0.0078,    0,   0.0,, 41.48,   0.0000, 22.6315,ZGSZ,,,  0.00,N,NOFALT, 22.41,  0.00,  0.00, -0.18,  5.8,  18,  18,  0.00,   0,   0,,   0, 19.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,00:00:00,16/01/16
09:35:15,16/01/16,00:00:00, 20,ENG. STOP,GROUND,   0.0,   0.0,,-27589.0,    0.0,  0.00,, 0.996, 0.000, -0.0078,    0,   0.0,  0.000, 41.48, 113.8037, 22.6315,,,,  0.00,N,NOFALT, 22.41,  0.00,  0.00, -0.09,  5.7,  18,  18,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,00:00:00,16/01/16
09:35:16,16/01/16,09:35:15, 20,ENG. STOP,GROUND,   0.0,   0.0,,-27589.0,    0.0,  0.00,, 0.996, 0.000, -0.0078,    0,   0.0,, 41.48, 113.8037, 22.6315,,ZSJD,,  0.00,N,NOFALT, 22.41,  0.00,  0.00, -0.09,  5.7,  18,  18,  0.00,   0,   0,,   0, 19.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,09:35:15,16/01/16
09:35:17,16/01/16,09:35:15, 20,ENG. STOP,GROUND,   0.0,   0.0,,-27589.0,    0.0,  0.00,, 0.996, 0.000, -0.0078,    0,   0.0,, 41.48, 113.8037, 22.6315,,,  0.00,  0.00,N,NOFALT, 22.41,  0.00, -0.09, -0.09,  5.7,  18,  18,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,09:35:15,16/01/16
09:35:18,16/01/16,09:35:15, 20,ENG. STOP,GROUND,   0.0,   0.0,,   21.38,    0.0,  0.00,, 0.996, 0.000, -0.0078,    0,   0.0,, 41.48, 113.8037, 22.6315,ZGSZ,,,  0.00,N,NOFALT, 22.41,  0.00,  0.00, -0.09,  5.6,  18,  18,  0.00,   0,   0,,   0, 19.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,09:35:15,16/01/16
09:35:19,16/01/16,09:35:15, 20,ENG. STOP,GROUND,   0.0,   0.0,,   17.38,    0.0,  0.00,, 0.996, 0.000, -0.0078,  -40,   0.0,  0.000, 41.48, 113.8037, 22.6315,,,,  0.00,N,NOFALT, 22.41,  0.00, -0.09, -0.09,  5.7,  18,  18,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,09:35:15,16/01/16
09:35:20,16/01/16,09:35:19, 20,ENG. STOP,GROUND,   0.0,   0.0,,   21.38,    0.0,  0.00,, 0.996,-0.004, -0.0078,  -27,   0.0,, 41.48, 113.8037, 22.6315,,ZSJD,,  0.00,N,NOFALT, 22.41,  0.00,  0.00, -0.18,  5.7,  18,  18,  0.00,   0,   0,,   0, 19.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,09:35:19,16/01/16
09:35:21,16/01/16,09:35:19, 20,ENG. STOP,GROUND,   0.0,   0.0,,   21.38,    0.0,  0.00,, 0.996, 0.000, -0.0078,   22,   0.0,, 41.48, 113.8037, 22.6315,,,  0.00,  0.00,N,NOFALT, 22.41,  0.00,  0.00, -0.09,  5.8,  18,  18,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,09:35:19,16/01/16
09:35:22,16/01/16,09:35:19, 20,ENG. STOP,GROUND,   0.0,   0.0,,   17.38,    0.0,  0.00,, 0.996, 0.000, -0.0078,  -25,   0.0,, 41.48, 113.8037, 22.6315,ZGSZ,,,  0.00,N,NOFALT, 22.41,  0.00,  0.00, -0.09,  5.7,  18,  18,  0.00,   0,   0,,   0, 19.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,09:35:19,16/01/16
09:35:23,16/01/16,09:35:19, 20,ENG. STOP,GROUND,   0.0,   0.0,,   17.38,    0.0,  0.00,, 0.996, 0.000, -0.0078,  -56,   0.0,  0.000, 41.48, 113.8037, 22.6315,,,,  0.00,N,NOFALT, 22.41,  0.00,  0.00, -0.09,  5.7,  18,  18,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,09:35:19,16/01/16
09:35:24,16/01/16,09:35:23, 20,ENG. STOP,GROUND,   0.0,   0.0,,   17.38,    0.0,  0.00,, 0.996, 0.000, -0.0078,  -38,   0.0,, 41.48, 113.8037, 22.6315,,ZSJD,,  0.00,N,NOFALT, 22.41,  0.00,  0.00, -0.09,  5.6,  18,  18,  0.00,   0,   0,,   0, 19.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,09:35:23,16/01/16
09:35:25,16/01/16,09:35:23, 20,ENG. STOP,GROUND,   0.0,   0.0,,   17.38,    0.0,  0.00,, 0.996, 0.000, -0.0078,  -25,   0.0,, 41.48, 113.8037, 22.6315,,,  0.00,  0.00,N,NOFALT, 22.41,  0.00,  0.00, -0.09,  5.7,  18,  18,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,09:35:23,16/01/16
09:35:26,16/01/16,09:35:23, 20,ENG. STOP,GROUND,   0.0,   0.0,,   17.38,    0.0,  0.00,, 0.996,-0.004, -0.0078,  -17,   0.0,, 41.48, 113.8037, 22.6315,ZGSZ,,,  0.00,N,NOFALT, 22.41,  0.00,  0.00, -0.09,  5.6,  18,  18,  0.00,   0,   0,,   0, 19.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,09:35:23,16/01/16
09:35:27,16/01/16,09:35:23, 20,ENG. STOP,GROUND,   0.0,   0.0,,   17.38,    0.0,  0.00,, 0.984,-0.004, -0.0078,  -11,   0.0,  0.000, 41.48, 113.8037, 22.6315,,,,  0.00,N,NOFALT, 22.41,  0.00, -0.09, -0.09,  5.6,  18,  18,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,09:35:23,16/01/16
09:35:28,16/01/16,09:35:27, 20,ENG. STOP,GROUND,   0.0,   0.0,,   17.38,    0.0,  0.00,, 0.996, 0.000, -0.0078,   -8,   0.0,, 41.48, 113.8037, 22.6315,,ZSJD,,  0.00,N,NOFALT, 22.41,  0.00, -0.09, -0.09,  5.6,  18,  18,  0.00,   0,   0,,   0, 19.75, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,     0,09:35:27,16/01/16
09:35:29,16/01/16,09:35:27, 20,ENG. STOP,GROUND,   0.0,   0.0,,   17.38,    0.0,  0.00,, 0.984, 0.000, -0.0078,   -5,   0.0,, 41.48, 113.8037, 22.6315,,,  0.00,  0.00,N,NOFALT, 22.41,  0.00,  0.00, -0.09,  5.6,  18,  18,  0.00,   0,   0,,   0,, 0.0, 0.0, 0.0, 0.0,   0.00,   0.00,,09:35:27,16/01/16
