,timestamp,value,anomaly_score
0,2015-02-26 21:42:53,104,0.0
1,2015-02-26 21:47:53,100,0.0
2,2015-02-26 21:52:53,99,0.0
3,2015-02-26 21:57:53,154,0.0
4,2015-02-26 22:02:53,120,0.0
5,2015-02-26 22:07:53,90,0.0
6,2015-02-26 22:12:53,92,0.0
7,2015-02-26 22:17:53,71,0.0
8,2015-02-26 22:22:53,339,0.0
9,2015-02-26 22:27:53,178,0.0
10,2015-02-26 22:32:53,144,0.0
11,2015-02-26 22:37:53,143,0.0
12,2015-02-26 22:42:53,179,0.0
13,2015-02-26 22:47:53,245,0.0
14,2015-02-26 22:52:53,166,0.0
15,2015-02-26 22:57:53,139,0.0
16,2015-02-26 23:02:53,112,0.0
17,2015-02-26 23:07:53,95,0.0
18,2015-02-26 23:12:53,70,0.0
19,2015-02-26 23:17:53,74,0.0
20,2015-02-26 23:22:53,88,0.0
21,2015-02-26 23:27:53,75,0.0
22,2015-02-26 23:32:53,77,0.0
23,2015-02-26 23:37:53,110,0.0
24,2015-02-26 23:42:53,83,0.0
25,2015-02-26 23:47:53,66,0.0
26,2015-02-26 23:52:53,59,0.0
27,2015-02-26 23:57:53,64,0.0
28,2015-02-27 00:02:53,72,0.0
29,2015-02-27 00:07:53,71,0.0
30,2015-02-27 00:12:53,53,0.0
31,2015-02-27 00:17:53,61,0.0
32,2015-02-27 00:22:53,73,0.0
33,2015-02-27 00:27:53,71,0.0
34,2015-02-27 00:32:53,66,0.0
35,2015-02-27 00:37:53,42,0.0
36,2015-02-27 00:42:53,59,0.0
37,2015-02-27 00:47:53,39,0.0
38,2015-02-27 00:52:53,49,0.0
39,2015-02-27 00:57:53,51,0.0
40,2015-02-27 01:02:53,44,0.0
41,2015-02-27 01:07:53,45,0.0
42,2015-02-27 01:12:53,36,0.0
43,2015-02-27 01:17:53,36,0.0
44,2015-02-27 01:22:53,34,0.0
45,2015-02-27 01:27:53,45,0.0
46,2015-02-27 01:32:53,45,0.0
47,2015-02-27 01:37:53,42,0.0
48,2015-02-27 01:42:53,61,0.0
49,2015-02-27 01:47:53,50,0.0
50,2015-02-27 01:52:53,43,0.0
51,2015-02-27 01:57:53,46,0.0
52,2015-02-27 02:02:53,41,0.0
53,2015-02-27 02:07:53,61,0.0
54,2015-02-27 02:12:53,171,0.0
55,2015-02-27 02:17:53,95,0.0
56,2015-02-27 02:22:53,60,0.0
57,2015-02-27 02:27:53,65,0.0
58,2015-02-27 02:32:53,55,0.0
59,2015-02-27 02:37:53,58,0.0
60,2015-02-27 02:42:53,51,0.0
61,2015-02-27 02:47:53,48,0.0
62,2015-02-27 02:52:53,42,0.0
63,2015-02-27 02:57:53,35,0.0
64,2015-02-27 03:02:53,37,0.0
65,2015-02-27 03:07:53,35,0.0
66,2015-02-27 03:12:53,33,0.0
67,2015-02-27 03:17:53,44,0.0
68,2015-02-27 03:22:53,93,0.0
69,2015-02-27 03:27:53,107,0.0
70,2015-02-27 03:32:53,67,0.0
71,2015-02-27 03:37:53,77,0.0
72,2015-02-27 03:42:53,42,0.0
73,2015-02-27 03:47:53,41,0.0
74,2015-02-27 03:52:53,41,0.0
75,2015-02-27 03:57:53,61,0.01106149088039532
76,2015-02-27 04:02:53,44,0.012534780136179813
77,2015-02-27 04:07:53,27,0.018581412327276614
78,2015-02-27 04:12:53,37,0.01253559874473964
79,2015-02-27 04:17:53,36,0.010124504117508315
80,2015-02-27 04:22:53,49,0.00802165345487571
81,2015-02-27 04:27:53,36,0.006711404176996338
82,2015-02-27 04:32:53,41,0.006466066623894928
83,2015-02-27 04:37:53,32,0.006613167401448461
84,2015-02-27 04:42:53,50,0.005497304700293637
85,2015-02-27 04:47:53,43,0.005571531862325063
86,2015-02-27 04:52:53,50,0.00577314213146396
87,2015-02-27 04:57:53,47,0.00617854896285297
88,2015-02-27 05:02:53,50,0.007424368102384671
89,2015-02-27 05:07:53,45,0.00974948265990061
90,2015-02-27 05:12:53,56,0.007708924608936241
91,2015-02-27 05:17:53,40,0.006579850465344372
92,2015-02-27 05:22:53,32,0.005721529289685834
93,2015-02-27 05:27:53,57,0.005065472511180391
94,2015-02-27 05:32:53,73,0.004931593770438503
95,2015-02-27 05:37:53,49,0.0048576458668215805
96,2015-02-27 05:42:53,59,0.00552979565310896
97,2015-02-27 05:47:53,140,0.005129191983329395
98,2015-02-27 05:52:53,56,0.004918987484093695
